t_us,p1,p2,p3,p4,p5,p6,p7,p8
34766215,0.010115671902894974,0.010115671902894974,-0.10982464253902435,1500.0,1500.0,-0.10982464253902435,0.5,1.0
34816099,0.10157915949821472,0.10157915949821472,-0.9515007138252258,1500.0,1499.0,-0.9515007138252258,0.5,1.0
34866030,-0.08134782314300537,-0.08134781569242477,1.326106071472168,1500.0,1500.0,1.326106071472168,0.5,1.0
34915824,-0.05085998773574829,-0.05085998773574829,0.030978824943304062,1500.0,1500.0,0.030978824943304062,0.5,1.0
34966048,-0.05085998773574829,-0.05085998773574829,1.842846155166626,1500.0,1500.0,1.842846155166626,0.5,1.0
35015820,-0.08134781569242477,-0.08134781569242477,1.5488946437835693,1500.0,1500.0,1.5488946437835693,0.5,1.0
35065868,-0.08134781569242477,-0.08134781569242477,1.5488947629928589,1500.0,1500.0,1.5488947629928589,0.5,1.0
35115890,0.10157915949821472,0.10157915949821472,-1.8511608839035034,1500.0,1499.0,-1.8511608839035034,0.5,1.0
35166040,0.040603287518024445,0.040603287518024445,-0.6276388168334961,1500.0,1499.0,-0.6276388168334961,0.5,1.0
35216078,0.010115671902894974,0.010115671902894974,-0.7284529805183411,1500.0,1499.0,-0.7284529805183411,0.5,1.0
35266090,0.010115671902894974,0.010115671902894974,0.3210362493991852,1500.0,1499.0,0.3210362493991852,0.5,1.0
35316139,0.010115671902894974,0.010115671902894974,-0.7284529805183411,1500.0,1499.0,-0.7284529805183411,0.5,1.0
35366250,-0.11183544248342514,-0.11183543503284454,2.100170373916626,1500.0,1500.0,2.100170373916626,0.5,1.0
35416169,0.040603287518024445,0.040603287518024445,-1.1325938701629639,1500.0,1499.0,-1.1325938701629639,0.5,1.0
35465844,-0.11183543503284454,-0.11183543503284454,1.6840938329696655,1500.0,1500.0,1.6840938329696655,0.5,1.0
35516144,-0.02037215791642666,-0.02037215791642666,0.19227978587150574,1500.0,1499.0,0.19227978587150574,0.5,1.0
35566113,0.04060329496860504,0.040603287518024445,-1.5848066806793213,1500.0,1499.0,-1.5848066806793213,0.5,1.0
35615918,-0.020372159779071808,-0.02037215791642666,1.0334302186965942,1500.0,1500.0,1.0334302186965942,0.5,1.0
35665814,0.040603287518024445,0.040603287518024445,-0.3338512182235718,1500.0,1499.0,-0.3338512182235718,0.5,1.0
35715844,0.040603287518024445,0.040603287518024445,-0.6276388168334961,1500.0,1500.0,-0.6276388168334961,0.5,1.0
35765868,-0.05085998773574829,-0.05085998773574829,0.6846250891685486,1500.0,1500.0,0.6846250891685486,0.5,1.0
35815833,0.010115668177604675,0.010115671902894974,-0.9822466969490051,1500.0,1500.0,-0.9822466969490051,0.5,1.0
35865806,0.07109133154153824,0.07109133154153824,-1.0430328845977783,1500.0,1499.0,-1.0430328845977783,0.5,1.0
35915805,0.07109133899211884,0.07109133154153824,-1.9291656017303467,1500.0,1499.0,-1.9291656017303467,0.5,1.0
35965851,-0.08134781569242477,-0.08134781569242477,1.5488947629928589,1500.0,1500.0,1.5488947629928589,0.5,1.0
36015825,0.010115671902894974,0.010115671902894974,-0.4495457112789154,1500.0,1500.0,-0.4495457112789154,0.5,1.0
36065819,0.040603287518024445,0.040603287518024445,0.4376716911792755,1500.0,1499.0,0.4376716911792755,0.5,1.0
36115834,-0.05085998773574829,-0.05085998773574829,1.18203866481781,1500.0,1500.0,1.18203866481781,0.5,1.0
36165812,0.07109133154153824,0.07109133154153824,-0.5225854516029358,1500.0,1499.0,-0.5225854516029358,0.5,1.0
36215840,-0.020372159779071808,-0.02037215791642666,-0.5581461191177368,1500.0,1500.0,-0.5581461191177368,0.5,1.0
36265827,0.10157915949821472,0.10157915949821472,-1.4195618629455566,1500.0,1499.0,-1.4195618629455566,0.5,1.0
36315816,0.040603287518024445,0.040603287518024445,-1.1325938701629639,1500.0,1499.0,-1.1325938701629639,0.5,1.0
36365815,0.07109133154153824,0.07109133154153824,-0.79374098777771,1500.0,1499.0,-0.79374098777771,0.5,1.0
36415823,0.10157915949821472,0.10157915949821472,-1.1913291215896606,1500.0,1499.0,-1.1913291215896606,0.5,1.0
36465847,-0.020372159779071808,-0.02037215791642666,0.7834511995315552,1500.0,1499.0,0.7834511995315552,0.5,1.0
36515844,-0.02037215791642666,-0.02037215791642666,0.19227978587150574,1500.0,1500.0,0.19227978587150574,0.5,1.0
36565806,0.10157915949821472,0.10157915949821472,-0.9515007138252258,1500.0,1499.0,-0.9515007138252258,0.5,1.0
36616106,-0.02037215791642666,-0.02037215791642666,-0.25087711215019226,1500.0,1500.0,-0.25087711215019226,0.5,1.0
36666165,-0.020372159779071808,-0.02037215791642666,0.7834511995315552,1500.0,1499.0,0.7834511995315552,0.5,1.0
36715825,0.07109133154153824,0.07109133154153824,0.23708476126194,1500.0,1499.0,0.23708476126194,0.5,1.0
36765837,0.040603287518024445,0.040603287518024445,0.09264110028743744,1500.0,1499.0,0.09264110028743744,0.5,1.0
36816210,-0.05085998773574829,-0.05085998773574829,0.3997651934623718,1500.0,1499.0,0.3997651934623718,0.5,1.0
36866274,0.010115671902894974,0.010115671902894974,-0.4495457112789154,1500.0,1499.0,-0.4495457112789154,0.5,1.0
36916013,0.010115671902894974,0.010115671902894974,-0.4495457112789154,1500.0,1500.0,-0.4495457112789154,0.5,1.0
36966089,0.10157915949821472,0.10157915949821472,-1.4195618629455566,1500.0,1499.0,-1.4195618629455566,0.5,1.0
37015986,-0.08134781569242477,-0.08134781569242477,1.5488947629928589,1500.0,1500.0,1.5488947629928589,0.5,1.0
37065810,-0.020372159779071808,-0.02037215791642666,0.7834511995315552,1500.0,1500.0,0.7834511995315552,0.5,1.0
37115830,-0.02037215791642666,-0.02037215791642666,0.19227978587150574,1500.0,1500.0,0.19227978587150574,0.5,1.0
37165816,0.07109133154153824,0.07109133154153824,-1.2780983448028564,1500.0,1499.0,-1.2780983448028564,0.5,1.0
37215832,-0.05085998773574829,-0.05085998773574829,1.18203866481781,1500.0,1500.0,1.18203866481781,0.5,1.0
37265809,-0.05085998773574829,-0.05085998773574829,0.3997651934623718,1500.0,1500.0,0.3997651934623718,0.5,1.0
37315825,0.010115671902894974,0.010115671902894974,0.6167277693748474,1500.0,1499.0,0.6167277693748474,0.5,1.0
37365821,-0.05085998773574829,-0.05085998773574829,0.6846250295639038,1500.0,1500.0,0.6846250295639038,0.5,1.0
37415811,0.010115671902894974,0.010115671902894974,-0.10982464253902435,1500.0,1500.0,-0.10982464253902435,0.5,1.0
37465991,-0.020372159779071808,-0.02037215791642666,0.7834511995315552,1500.0,1499.0,0.7834511995315552,0.5,1.0
37515810,-0.05085998773574829,-0.05085998773574829,1.4106743335723877,1500.0,1500.0,1.4106743335723877,0.5,1.0
37566135,0.040603287518024445,0.040603287518024445,-0.8892419338226318,1500.0,1499.0,-0.8892419338226318,0.5,1.0
37615959,-0.02037215791642666,-0.02037215791642666,-0.25087711215019226,1500.0,1500.0,-0.25087711215019226,0.5,1.0
37666187,-0.02037215791642666,-0.02037215791642666,0.5111533999443054,1500.0,1499.0,0.5111533999443054,0.5,1.0
37715847,0.07109133154153824,0.07109133154153824,-1.2780983448028564,1500.0,1499.0,-1.2780983448028564,0.5,1.0
37765808,0.16255483031272888,0.16255483031272888,-3.0706262588500977,1500.0,1498.0,-3.0706262588500977,0.5,1.0
37815834,-0.05085998773574829,-0.05085998773574829,0.030978932976722717,1500.0,1500.0,0.030978932976722717,0.5,1.0
37865816,0.07109133154153824,0.07109133154153824,-1.2780983448028564,1500.0,1499.0,-1.2780983448028564,0.5,1.0
37915834,0.010115671902894974,0.010115671902894974,-0.4495457112789154,1500.0,1500.0,-0.4495457112789154,0.5,1.0
37965821,0.07109133154153824,0.07109133154153824,-1.5027543306350708,1500.0,1499.0,-1.5027543306350708,0.5,1.0
38015819,0.040603287518024445,0.040603287518024445,0.09264117479324341,1500.0,1499.0,0.09264117479324341,0.5,1.0
38065828,-0.05085998773574829,-0.05085998773574829,0.6846250295639038,1500.0,1500.0,0.6846250295639038,0.5,1.0
38115819,0.040603287518024445,0.040603287518024445,-0.3338512182235718,1500.0,1499.0,-0.3338512182235718,0.5,1.0
38165807,-0.020372159779071808,-0.02037215791642666,1.0334302186965942,1500.0,1500.0,1.0334302186965942,0.5,1.0
38215814,0.040603287518024445,0.040603287518024445,0.09264117479324341,1500.0,1499.0,0.09264117479324341,0.5,1.0
38265826,-0.02037215791642666,-0.02037215791642666,0.19227978587150574,1500.0,1499.0,0.19227978587150574,0.5,1.0
38315818,-0.05085998773574829,-0.05085998773574829,0.6846250295639038,1500.0,1499.0,0.6846250295639038,0.5,1.0
38365817,0.040603287518024445,0.040603287518024445,-1.5848064422607422,1500.0,1499.0,-1.5848064422607422,0.5,1.0
38415822,0.040603287518024445,0.040603287518024445,-0.6276388168334961,1500.0,1500.0,-0.6276388168334961,0.5,1.0
38466182,-0.05085998773574829,-0.05085998773574829,1.4106744527816772,1500.0,1500.0,1.4106744527816772,0.5,1.0
38515806,0.010115671902894974,0.010115671902894974,-0.7284529805183411,1500.0,1500.0,-0.7284529805183411,0.5,1.0
38565809,0.010115671902894974,0.010115671902894974,0.321036159992218,1500.0,1499.0,0.321036159992218,0.5,1.0
38615811,-0.08134781569242477,-0.08134781569242477,1.09347665309906,1500.0,1500.0,1.09347665309906,0.5,1.0
38666072,-0.02037215791642666,-0.02037215791642666,0.5111533999443054,1500.0,1499.0,0.5111533999443054,0.5,1.0
38715820,0.010115671902894974,0.010115671902894974,-0.4495457112789154,1500.0,1500.0,-0.4495457112789154,0.5,1.0
38765831,-0.020372159779071808,-0.02037215791642666,0.7834511995315552,1500.0,1499.0,0.7834511995315552,0.5,1.0
38815839,-0.08134781569242477,-0.08134781569242477,0.8476206660270691,1500.0,1500.0,0.8476206660270691,0.5,1.0
38866166,-0.020372159779071808,-0.02037215791642666,-0.558146059513092,1500.0,1500.0,-0.558146059513092,0.5,1.0
38916151,0.010115675628185272,0.010115671902894974,-0.9822466969490051,1500.0,1500.0,-0.9822466969490051,0.5,1.0
38966042,-0.11183543503284454,-0.11183543503284454,1.0030770301818848,1500.0,1500.0,1.0030770301818848,0.5,1.0
39016087,-0.05085998773574829,-0.05085998773574829,-0.6616655588150024,1500.0,1500.0,-0.6616655588150024,0.5,1.0
39065985,-0.11183543503284454,-0.11183543503284454,1.0030770301818848,1500.0,1500.0,1.0030770301818848,0.5,1.0
39115816,-0.11183544248342514,-0.11183543503284454,2.100170373916626,1500.0,1500.0,2.100170373916626,0.5,1.0
39165819,0.040603287518024445,0.040603287518024445,-0.6276388168334961,1500.0,1500.0,-0.6276388168334961,0.5,1.0
39215836,-0.05085998773574829,-0.05085998773574829,0.3997651934623718,1500.0,1500.0,0.3997651934623718,0.5,1.0
39265933,-0.05085998773574829,-0.05085998773574829,1.4106743335723877,1500.0,1500.0,1.4106743335723877,0.5,1.0
39316130,0.040603287518024445,0.040603287518024445,-0.3338512182235718,1500.0,1499.0,-0.3338512182235718,0.5,1.0
39365810,0.1320669949054718,0.1320669949054718,-1.7723238468170166,1500.0,1499.0,-1.7723238468170166,0.5,1.0
39415818,0.010115668177604675,0.010115671902894974,-1.2204198837280273,1500.0,1499.0,-1.2204198837280273,0.5,1.0
39465821,0.07109133154153824,0.07109133154153824,-1.0430328845977783,1500.0,1499.0,-1.0430328845977783,0.5,1.0
39515845,0.10157915949821472,0.10157915949821472,-1.1913291215896606,1500.0,1499.0,-1.1913291215896606,0.5,1.0
39565818,-0.02037215791642666,-0.02037215791642666,0.5111533999443054,1500.0,1499.0,0.5111533999443054,0.5,1.0
39616070,0.010115671902894974,0.010115671902894974,0.3210362195968628,1500.0,1499.0,0.3210362195968628,0.5,1.0
39665809,0.040603287518024445,0.040603287518024445,-1.1325938701629639,1500.0,1499.0,-1.1325938701629639,0.5,1.0
39716153,0.010115671902894974,0.010115671902894974,-0.10982464253902435,1500.0,1500.0,-0.10982464253902435,0.5,1.0
39765819,-0.08134781569242477,-0.08134781569242477,0.5820773839950562,1500.0,1500.0,0.5820773839950562,0.5,1.0
39816088,0.010115671902894974,0.010115671902894974,-0.4495457112789154,1500.0,1500.0,-0.4495457112789154,0.5,1.0
39865807,-0.08134781569242477,-0.08134781569242477,1.09347665309906,1500.0,1500.0,1.09347665309906,0.5,1.0
39915826,-0.05085998773574829,-0.05085998773574829,0.9416736364364624,1500.0,1499.0,0.9416736364364624,0.5,1.0
39965830,0.07109133154153824,0.07109133154153824,-0.5225854516029358,1500.0,1499.0,-0.5225854516029358,0.5,1.0
40015810,0.10157916694879532,0.10157915949821472,-2.057464122772217,1500.0,1499.0,-2.057464122772217,0.5,1.0
40065832,0.040603287518024445,0.040603287518024445,-0.6276388168334961,1500.0,1500.0,-0.6276388168334961,0.5,1.0
40115818,0.040603287518024445,0.040603287518024445,-0.3338512182235718,1500.0,1499.0,-0.3338512182235718,0.5,1.0
40165813,0.010115668177604675,0.010115671902894974,-0.9822466969490051,1500.0,1500.0,-0.9822466969490051,0.5,1.0
40215819,-0.08134782314300537,-0.08134781569242477,1.9725594520568848,1500.0,1500.0,1.9725594520568848,0.5,1.0
40265819,0.040603287518024445,0.040603287518024445,-1.3634166717529297,1500.0,1499.0,-1.3634166717529297,0.5,1.0
40315829,-0.05085998773574829,-0.05085998773574829,0.6846250295639038,1500.0,1500.0,0.6846250295639038,0.5,1.0
40365857,0.010115671902894974,0.010115671902894974,-0.10982464253902435,1500.0,1499.0,-0.10982464253902435,0.5,1.0
40415810,0.010115668177604675,0.010115671902894974,0.8792487978935242,1500.0,1499.0,0.8792487978935242,0.5,1.0
40465835,-0.05085998773574829,-0.05085998773574829,0.6846250295639038,1500.0,1500.0,0.6846250295639038,0.5,1.0
40516038,0.040603287518024445,0.040603287518024445,-0.3338512182235718,1500.0,1499.0,-0.3338512182235718,0.5,1.0
40565820,0.10157915949821472,0.10157915949821472,-1.4195618629455566,1500.0,1499.0,-1.4195618629455566,0.5,1.0
40615809,-0.020372159779071808,-0.02037215791642666,1.0334302186965942,1500.0,1500.0,1.0334302186965942,0.5,1.0
40665818,0.040603287518024445,0.040603287518024445,-0.8892419338226318,1500.0,1500.0,-0.8892419338226318,0.5,1.0
40716154,0.040603287518024445,0.040603287518024445,-0.3338512182235718,1500.0,1499.0,-0.3338512182235718,0.5,1.0
40765825,-0.02037215791642666,-0.02037215791642666,0.19227978587150574,1500.0,1500.0,0.19227978587150574,0.5,1.0
40815853,0.16255483031272888,0.16255483031272888,-1.9032557010650635,1500.0,1499.0,-1.9032557010650635,0.5,1.0
40865867,-0.02037215791642666,-0.02037215791642666,-0.25087711215019226,1500.0,1500.0,-0.25087711215019226,0.5,1.0
40916247,1.5649937391281128,1.5649937391281128,-7.407363414764404,1500.0,1493.0,-7.407363414764404,0.5,1.0
40966045,2.0527987480163574,2.0527987480163574,-8.568201065063477,1500.0,1492.0,-8.568201065063477,0.5,1.0
41016018,-2.8557379245758057,-2.8557379245758057,8.204183578491211,1500.0,1509.0,8.204183578491211,0.5,1.0
41066040,0.10157912969589233,0.10157915949821472,-4.763490676879883,1500.0,1499.0,-4.763490676879883,0.5,1.0
41115950,0.10157915949821472,0.10157915949821472,-0.4119097590446472,1500.0,1499.0,-0.4119097590446472,0.5,1.0
41165815,0.010115671902894974,0.010115671902894974,-0.4495457112789154,1500.0,1500.0,-0.4495457112789154,0.5,1.0
41215832,0.07109133154153824,0.07109133154153824,-1.2780983448028564,1500.0,1499.0,-1.2780983448028564,0.5,1.0
41265819,0.010115671902894974,0.010115671902894974,-0.4495457112789154,1500.0,1499.0,-0.4495457112789154,0.5,1.0
41315819,0.19304245710372925,0.19304244220256805,-2.4311771392822266,1500.0,1499.0,-2.4311771392822266,0.5,1.0
41365811,-0.05085998773574829,-0.05085998773574829,-0.6616654396057129,1500.0,1500.0,-0.6616654396057129,0.5,1.0
41415815,-0.02037215791642666,-0.02037215791642666,0.04503438621759415,1500.0,1500.0,0.04503438621759415,0.024000000208616257,1.0
41465826,1.8698718547821045,1.8698718547821045,-1.0696368217468262,1500.0,1499.0,-1.0696368217468262,0.024000000208616257,1.0
41515835,-0.5081770420074463,-0.5081770420074463,0.11180083453655243,1500.0,1499.0,0.11180083453655243,0.024000000208616257,1.0
41565813,-7.093543529510498,-7.093543529510498,2.4590063095092773,1500.0,1501.0,2.4590063095092773,0.024000000208616257,1.0
41615874,4.430847644805908,4.430847644805908,-1.9039969444274902,1500.0,1499.0,-1.9039969444274902,0.024000000208616257,1.0
41665817,-0.3557378947734833,-0.3557378649711609,0.562564492225647,1500.0,1499.0,0.562564492225647,0.024000000208616257,1.0
41715828,-5.29476261138916,-5.29476261138916,2.2618274688720703,1500.0,1501.0,2.2618274688720703,0.024000000208616257,1.0
41766048,0.8027986288070679,0.8027986288070679,-0.06993111222982407,1500.0,1500.0,-0.06993111222982407,0.024000000208616257,1.0
41815825,-0.721591591835022,-0.721591591835022,0.32537853717803955,1500.0,1500.0,0.32537853717803955,0.024000000208616257,1.0
41866140,15.589384078979492,15.589384078979492,2.018610954284668,1500.0,1497.0,2.018610954284668,0.024000000208616257,1.0
41915817,3.1198718547821045,3.1198718547821045,-0.7907871007919312,1500.0,1499.0,-0.7907871007919312,0.024000000208616257,1.0
41966146,14.766213417053223,14.766213417053223,-2.7927982807159424,1500.0,1497.0,-2.7927982807159424,0.024000000208616257,1.0
42015799,2.388164520263672,2.388164520263672,-1.4310753345489502,1500.0,1499.0,-1.4310753345489502,0.024000000208616257,1.0
42065797,10.772311210632324,10.772311210632324,-3.0269880294799805,1500.0,1497.0,-3.0269880294799805,0.024000000208616257,1.0
42115810,45.589385986328125,45.589385986328125,-8.941629409790039,1500.0,1492.0,-8.941629409790039,0.024000000208616257,1.0
42165820,15.955238342285156,15.955238342285156,-2.5396854877471924,1500.0,1497.0,-2.5396854877471924,0.024000000208616257,1.0
42215839,55.802799224853516,55.802799224853516,-10.580462455749512,1500.0,1490.0,-10.580462455749512,0.024000000208616257,1.0
42265807,66.56499481201172,66.56499481201172,-11.17756462097168,1500.0,1489.0,-11.17756462097168,0.024000000208616257,1.0
42315803,31.900360107421875,31.900360107421875,-3.8620262145996094,1500.0,1495.0,-3.8620262145996094,0.024000000208616257,1.0
42365802,26.138164520263672,26.138164520263672,-6.342785358428955,1500.0,1495.0,-6.342785358428955,0.024000000208616257,1.0
42415816,45.68084716796875,45.68084716796875,-7.979648113250732,1500.0,1492.0,-7.979648113250732,0.024000000208616257,1.0
42465802,34.58328628540039,34.58328628540039,-6.571377277374268,1500.0,1493.0,-6.571377277374268,0.024000000208616257,1.0
42515804,27.845481872558594,27.845481872558594,-4.802674293518066,1500.0,1495.0,-4.802674293518066,0.024000000208616257,1.0
42565810,24.339384078979492,24.339384078979492,-4.716475963592529,1500.0,1495.0,-4.716475963592529,0.024000000208616257,1.0
42615809,18.851579666137695,18.851579666137695,-4.391892433166504,1500.0,1496.0,-4.391892433166504,0.024000000208616257,1.0
42665808,12.814993858337402,12.814993858337402,-1.3420648574829102,1500.0,1497.0,-1.3420648574829102,0.024000000208616257,1.0
42715823,19.97962760925293,19.97962760925293,-6.081380844116211,1500.0,1495.0,-6.081380844116211,0.024000000208616257,1.0
42766045,-1.1789088249206543,-1.1789088249206543,1.5183024406433105,1500.0,1500.0,1.5183024406433105,0.024000000208616257,1.0
42815822,16.016212463378906,16.016212463378906,-3.9899022579193115,1500.0,1497.0,-3.9899022579193115,0.024000000208616257,1.0
42865855,1.1076767444610596,1.1076767444610596,0.04182842746376991,1500.0,1499.0,0.04182842746376991,0.024000000208616257,1.0
42915842,24.369873046875,24.369873046875,-4.344316482543945,1500.0,1495.0,-4.344316482543945,0.024000000208616257,1.0
42966158,11.839384078979492,11.839384078979492,-3.3154211044311523,1500.0,1497.0,-3.3154211044311523,0.024000000208616257,1.0
43016040,7.997920513153076,7.997920513153076,-1.4417693614959717,1500.0,1498.0,-1.4417693614959717,0.024000000208616257,1.0
43066017,-0.3252502381801605,-0.3252502381801605,0.19169652462005615,1500.0,1500.0,0.19169652462005615,0.024000000208616257,1.0
43116060,0.4369448721408844,0.4369448721408844,-0.16078659892082214,1500.0,1499.0,-0.16078659892082214,0.024000000208616257,1.0
43165964,5.314993858337402,5.314993858337402,-1.6826660633087158,1500.0,1498.0,-1.6826660633087158,0.024000000208616257,1.0
43215832,-11.331348419189453,-11.331348419189453,3.4842824935913086,1500.0,1502.0,3.4842824935913086,0.024000000208616257,1.0
43265809,4.766213417053223,4.766213417053223,-1.8124964237213135,1500.0,1499.0,-1.8124964237213135,0.024000000208616257,1.0
43315800,-12.215494155883789,-12.215494155883789,2.8893795013427734,1500.0,1502.0,2.8893795013427734,0.024000000208616257,1.0
43365900,-23.22159194946289,-23.22159194946289,6.300037384033203,1500.0,1504.0,6.300037384033203,0.024000000208616257,1.0
43415799,-20.233787536621094,-20.233787536621094,4.321678638458252,1500.0,1503.0,4.321678638458252,0.024000000208616257,1.0
43465819,-20.56915283203125,-20.56915283203125,3.9512152671813965,1500.0,1503.0,3.9512152671813965,0.024000000208616257,1.0
43515814,-27.85573959350586,-27.85573959350586,5.965251922607422,1500.0,1504.0,5.965251922607422,0.024000000208616257,1.0
43565819,-23.008176803588867,-23.008176803588867,4.903914451599121,1500.0,1503.0,4.903914451599121,0.024000000208616257,1.0
43615889,-27.06305503845215,-27.06305503845215,5.850734233856201,1500.0,1504.0,5.850734233856201,0.024000000208616257,1.0
43665815,-10.050860404968262,-10.050860404968262,2.0149271488189697,1500.0,1501.0,2.0149271488189697,0.024000000208616257,1.0
43715815,-46.422813415527344,-46.422813415527344,9.871481895446777,1500.0,1507.0,9.871481895446777,0.024000000208616257,1.0
43765833,-13.678909301757812,-13.678909301757812,4.351088047027588,1500.0,1502.0,4.351088047027588,0.024000000208616257,1.0
